"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote"
"SYNC","Synacor, Inc.","1.75","$67.89M","2012","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sync"
"SYNL","Synalloy Corporation","17.05","$149.31M","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/synl"
"SYNA","Synaptics Incorporated","44.36","$1.53B","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/syna"
"SNCR","Synchronoss Technologies, Inc.","11.8","$560.68M","2006","Technology","EDP Services","https://www.nasdaq.com/symbol/sncr"
"SNDX","Syndax Pharmaceuticals, Inc.","10.59","$261.55M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sndx"
"SYNH","Syneos Health, Inc.","38.05","$3.95B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/synh"
"SGYP","Synergy Pharmaceuticals, Inc.","1.59","$392.3M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sgyp"
"SYBX","Synlogic, Inc.","13.15","$291.56M","2015","n/a","n/a","https://www.nasdaq.com/symbol/sybx"
"SNPS","Synopsys, Inc.","85.41","$12.7B","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/snps"
"SYNT","Syntel, Inc.","29.15","$2.42B","1997","Technology","EDP Services","https://www.nasdaq.com/symbol/synt"
"SES","Synthesis Energy Systems, Inc.","3.12","$34.26M","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/ses"
"SYPR","Sypris Solutions, Inc.","1.46","$31.28M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sypr"
"SYRS","Syros Pharmaceuticals, Inc.","12.09","$389.22M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/syrs"
"TROW","T. Rowe Price Group, Inc.","112.3","$27.47B","1986","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/trow"
"TTOO","T2 Biosystems, Inc.","6.66","$239.89M","2014","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ttoo"
"TRHC","Tabula Rasa HealthCare, Inc.","40.55","$811.55M","2016","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/trhc"
"TCMD","Tactile Systems Technology, Inc.","34.5","$622.15M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tcmd"
"TAIT","Taitron Components Incorporated","1.39","$7.74M","1995","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tait"
"TTWO","Take-Two Interactive Software, Inc.","99.19","$11.35B","1997","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ttwo"
"TLND","Talend S.A.","48.89","$1.44B","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/tlnd"
"TNDM","Tandem Diabetes Care, Inc.","7.99","$357.15M","2013","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/tndm"
"TLF","Tandy Leather Factory, Inc.","7.45","$68.65M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/tlf"
"TANH","Tantech Holdings Ltd.","2.99","$85.82M","2015","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/tanh"
"TPIV","TapImmune Inc.","2.71","$28.8M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tpiv"
"TEDU","Tarena International, Inc.","10.09","$571.68M","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/tedu"
"TATT","TAT Technologies Ltd.","8.8999","$78.75M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt"
"TAYD","Taylor Devices, Inc.","10.02","$34.68M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tayd"
"CGBD","TCG BDC, Inc.","17.91","$1.12B","2017","n/a","n/a","https://www.nasdaq.com/symbol/cgbd"
"TCPC","TCP Capital Corp.","14.26","$839.16M","2012","n/a","n/a","https://www.nasdaq.com/symbol/tcpc"
"AMTD","TD Ameritrade Holding Corporation","57.91","$32.86B","1997","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/amtd"
"PETZ","TDH Holdings, Inc.","4.54","$41.88M","2017","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/petz"
"TECD","Tech Data Corporation","77.2","$2.95B","1986","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/tecd"
"TCCO","Technical Communications Corporation","4.55","$8.41M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/tcco"
"TTGT","TechTarget, Inc.","20.88","$573.85M","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ttgt"
"TGLS","Tecnoglass Inc.","8.36","$291.23M","2012","Consumer Durables","Electronic Components","https://www.nasdaq.com/symbol/tgls"
"TGEN","Tecogen Inc.","3.17","$78.66M","2014","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tgen"
"TNAV","Telenav, Inc.","5.225","$232.78M","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tnav"
"TLGT","Teligent, Inc.","3.56","$190.45M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tlgt"
"TELL","Tellurian Inc.","9.99","$2.28B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tell"
"TENX","Tenax Therapeutics, Inc.","6.15","$8.94M","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/tenx"
"TERP","TerraForm Power, Inc.","11","$1.63B","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/terp"
"TBNK","Territorial Bancorp Inc.","30.22","$294.19M","2009","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tbnk"
"TSRO","TESARO, Inc.","52.11","$2.86B","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tsro"
"TSLA","Tesla, Inc. ","285.48","$48.22B","2010","Capital Goods","Auto Manufacturing","https://www.nasdaq.com/symbol/tsla"
"TESS","TESSCO Technologies Incorporated","18.05","$151.41M","1994","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/tess"
"TTEK","Tetra Tech, Inc.","50.75","$2.83B","1991","Consumer Services","Military/Government/Technical","https://www.nasdaq.com/symbol/ttek"
"TTPH","Tetraphase Pharmaceuticals, Inc.","3.17","$163.67M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ttph"
"TCBI","Texas Capital Bancshares, Inc.","97.45","$4.84B","2003","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbi"
"TCBIL","Texas Capital Bancshares, Inc.","25.61","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbil"
"TCBIP","Texas Capital Bancshares, Inc.","25.43","$152.58M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbip"
"TCBIW","Texas Capital Bancshares, Inc.","77","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcbiw"
"TXN","Texas Instruments Incorporated","102.72","$100.98B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/txn"
"TXRH","Texas Roadhouse, Inc.","63.26","$4.52B","2004","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/txrh"
"TFSL","TFS Financial Corporation","15","$4.21B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/tfsl"
"TGTX","TG Therapeutics, Inc.","14.8","$1.12B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tgtx"
"ANDE","The Andersons, Inc.","32.75","$932.62M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/ande"
"TBBK","The Bancorp, Inc.","10.9","$612.66M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tbbk"
"BPRN","The Bank of Princeton","33.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bprn"
"CG","The Carlyle Group L.P.","20.2","$6.77B","2012","Finance","Investment Managers","https://www.nasdaq.com/symbol/cg"
"TCGP","The Carlyle Group L.P.","23.38","n/a","n/a","Finance","Investment Managers","https://www.nasdaq.com/symbol/tcgp"
"CAKE","The Cheesecake Factory Incorporated","52.11","$2.38B","1992","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/cake"
"CHEF","The Chefs&#39; Warehouse, Inc.","24.45","$699.25M","2011","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/chef"
"TCFC","The Community Financial Corporation","36.96","$206.01M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/tcfc"
"DSGX","The Descartes Systems Group Inc.","29.5","$2.26B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/dsgx"
"DXYN","The Dixie Group, Inc.","2.95","$47.62M","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/dxyn"
"ENSG","The Ensign Group, Inc.","27.6","$1.44B","2007","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ensg"
"XONE","The ExOne Company","7.12","$115.36M","2013","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/xone"
"FINL","The Finish Line, Inc.","13.58","$560.84M","1992","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/finl"
"FBMS","The First Bancshares, Inc.","32.15","$420.07M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/fbms"
"FLIC","The First of Long Island Corporation","27.5","$688.01M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/flic"
"GT","The Goodyear Tire & Rubber Company","25.4","$6.09B","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/gt"
"HABT","The Habit Restaurants, Inc.","9.75","$253.97M","2014","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/habt"
"HCKT","The Hackett Group, Inc.","16.6","$485.46M","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/hckt"
"HAIN","The Hain Celestial Group, Inc.","30.08","$3.13B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/hain"
"CUBA","The Herzfeld Caribbean Basin Fund, Inc.","7.06","$43.3M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cuba"
"INTG","The Intergroup Corporation","23.5","$55.34M","n/a","Consumer Services","Building operators","https://www.nasdaq.com/symbol/intg"
"JYNT","The Joint Corp.","7.43","$100.95M","2014","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/jynt"
"KEYW","The KEYW Holding Corporation","8.04","$400.99M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/keyw"
"KHC","The Kraft Heinz Company","57.33","$69.88B","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/khc"
"OLD","The Long-Term Care ETF","22.1628","$2.22M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/old"
"MSG","The Madison Square Garden Company","242.5","$5.71B","2015","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/msg"
"MDCO","The Medicines Company","29.98","$2.2B","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mdco"
"MEET","The Meet Group, Inc.","2.35","$169.3M","n/a","Consumer Services","Advertising","https://www.nasdaq.com/symbol/meet"
"MIK","The Michaels Companies, Inc.","18.67","$3.4B","2014","Consumer Services","Recreational Products/Toys","https://www.nasdaq.com/symbol/mik"
"MIDD","The Middleby Corporation","128.55","$7.16B","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/midd"
"NAVG","The Navigators Group, Inc.","57.35","$1.7B","1986","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/navg"
"SLIM","The Obesity ETF","32.15","$3.22M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slim"
"STKS","The ONE Group Hospitality, Inc.","2.35","$64.04M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/stks"
"ORG","The Organics ETF","33.1473","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/org"
"PRSC","The Providence Service Corporation","77.44","$996.39M","2003","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/prsc"
"RMR","The RMR Group Inc.","74.2","$2.31B","n/a","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/rmr"
"SMPL","The Simply Good Foods Company","12.77","$901.34M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smpl"
"SMPLW","The Simply Good Foods Company","3.45","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/smplw"
"TSG","The Stars Group Inc.","30.85","$4.58B","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/tsg"
"TTD","The Trade Desk, Inc.","52.11","$2.19B","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ttd"
"ULTI","The Ultimate Software Group, Inc.","240.12","$7.51B","1998","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ulti"
"YORW","The York Water Company","32.6","$419.92M","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/yorw"
"NCTY","The9 Limited","0.372","$8.9M","2004","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ncty"
"TXMD","TherapeuticsMD, Inc.","5.56","$1.2B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/txmd"
"TRPX","Therapix Biosciences Ltd.","4.4","$15.39M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx"
"TBPH","Theravance Biopharma, Inc.","23.96","$1.31B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tbph"
"TST","TheStreet, Inc.","1.79","$88.05M","n/a","Consumer Services","Newspapers/Magazines","https://www.nasdaq.com/symbol/tst"
"TCRD","THL Credit, Inc.","7.79","$254.53M","2010","n/a","n/a","https://www.nasdaq.com/symbol/tcrd"
"TIBR","Tiberius Acquisition Corporation","9.58","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibr"
"TIBRU","Tiberius Acquisition Corporation","10.14","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibru"
"TIBRW","Tiberius Acquisition Corporation","0.5201","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/tibrw"
"TIG","TiGenix","42.6","$252.25B","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tig"
"TTS","Tile Shop Hldgs, Inc.","6.9","$361.76M","n/a","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/tts"
"TIL","Till Capital Ltd.","3.85","$12.67M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/til"
"TSBK","Timberland Bancorp, Inc.","32.27","$238.09M","n/a","Finance","Banks","https://www.nasdaq.com/symbol/tsbk"
"TNTR","Tintri, Inc.","1.37","$42.91M","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/tntr"
"TIPT","Tiptree Inc.","5.9","$223.81M","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/tipt"
"TITN","Titan Machinery Inc.","19.25","$425.46M","2007","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/titn"
"TTNP","Titan Pharmaceuticals, Inc.","0.95","$20.14M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/ttnp"
"TVTY","Tivity Health, Inc.","36.8","$1.47B","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/tvty"
"TIVO","TiVo Corporation","14.6","$1.8B","n/a","Miscellaneous","Multi-Sector Companies","https://www.nasdaq.com/symbol/tivo"
"TMUS","T-Mobile US, Inc.","64.1","$54.77B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tmus"
"TMSR","TMSR Holding Company Limited","8.37","$95.21M","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsr"
"TMSRW","TMSR Holding Company Limited","0.3879","n/a","2015","Finance","Business Services","https://www.nasdaq.com/symbol/tmsrw"
"TOCA","Tocagen Inc.","9.86","$196.33M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/toca"
"TNXP","Tonix Pharmaceuticals Holding Corp.","3.08","$25.04M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/tnxp"
"TISA","Top Image Systems, Ltd.","1.11","$19.9M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa"
"TOPS","TOP Ships Inc.","1.66","$99093.7","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/tops"
"TRCH","Torchlight Energy Resources, Inc.","1.24","$85.72M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/trch"
"TRMD","TORM plc","7.8","$576.47M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/trmd"
"TSEM","Tower Semiconductor Ltd.","26.2","$2.58B","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem"
"CLUB","Town Sports International Holdings, Inc.","9.2","$250.29M","2006","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/club"
"TOWN","Towne Bank","30.5","$2.2B","n/a","n/a","n/a","https://www.nasdaq.com/symbol/town"
"TPIC","TPI Composites, Inc.","22.28","$759.68M","2016","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/tpic"
"TCON","TRACON Pharmaceuticals, Inc.","2.55","$45.26M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tcon"
"TSCO","Tractor Supply Company","66.66","$8.34B","1994","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/tsco"
"TWMC","Trans World Entertainment Corp.","1.2","$43.45M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/twmc"
"TACT","TransAct Technologies Incorporated","12.45","$92.66M","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tact"
"TRNS","Transcat, Inc.","16.5","$118.02M","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/trns"
"TGA","TransGlobe Energy Corporation","1.63","$117.69M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/tga"
"TA","TravelCenters of America LLC","3.4","$135.94M","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/ta"
